x,y,z
254.88543817065826,248.77232174810263,a
303.5698129871527,276.0882000530121,a
279.8799172451631,221.48247916891694,a
244.91492254613485,302.2691941764746,a
221.58865595943027,233.29817302310204,a
257.0636384218683,330.0531523939618,a
259.3342425297214,283.1596796031972,a
285.8364901479828,261.59834131655214,a
248.19061440584147,283.35499042488016,a
281.29938539258575,284.28582985660796,a
218.55955393768397,264.74979744290084,a
263.94492016218015,258.6635721617251,a
227.5462272473536,262.72863088611285,a
307.5652500198556,290.67609162150626,a
293.1683933615501,284.8562369997235,a
277.67734472789647,296.48511031794544,a
328.28742587056104,247.2400637323629,a
304.4329138507573,259.65985573063097,a
337.97789254301466,254.3918947457736,a
309.80049427740187,235.7633203203833,a
315.9726155687233,219.51762910648569,a
342.16750142733105,289.72584522366185,a
333.09074585069897,266.1669657245348,a
342.9903072953599,290.70150805835135,a
350.0493385086041,164.18547988665568,a
347.72341882950485,196.30657054035794,a
362.5816872427462,234.6584890213786,a
328.5833472421461,217.88841760057517,a
301.5494752325251,201.42910826925072,a
348.42916662391,143.27051298338046,a
361.56842316378595,152.1684574031118,a
362.49155279763164,157.75444977172663,a
357.38730800894393,105.20881120243996,a
332.8384773701525,167.54927668310592,a
329.822302107754,151.6035155750958,a
315.1541742323847,98.70200617261321,a
286.9089165552183,138.00109781715952,a
292.45287593608793,101.10690611585352,a
299.79176283292566,168.45262446784386,a
300.6143016039577,103.89848128407215,a
246.5910650613498,98.30261269013641,a
263.90644578973877,125.63392014883755,a
279.04303112633005,151.5813812363893,a
217.98980534089435,139.50647095403264,a
242.11526352210026,168.62835292493656,a
235.17394294022787,162.17558327745223,a
204.50479072849026,92.34214726689623,a
190.76114538636435,191.92030532074568,a
204.17440727420748,205.06295901871476,a
289.70663165738546,135.88615871197572,a
268.28725417359215,170.60351435190256,a
194.6302866933864,214.3592460309883,a
208.66039449855043,216.44166630446665,a
275.3810745531533,222.95615131121156,a
237.91105451017535,215.8985454085173,a
228.6725309180502,240.04443752441443,a
216.27139501342631,238.6005902117559,a
240.2502400267469,221.93470806337274,a
194.74869546867887,246.11395190738813,a
278.6123032684211,249.11339492988344,a
213.3346031261116,266.1558661300893,a
275.9191796361818,227.05019855756706,a
293.55423553786295,223.95255303309273,a
258.50616486700244,248.1642865154576,a
288.02889469895257,245.44955149036127,a
246.41678095769754,241.55627689220563,a
300.5887893396921,203.85730208741506,a
261.53267058077404,174.92657797396657,a
285.32966573774087,178.07774488063143,a
279.29849872784155,183.31061581139073,a
290.9205220814916,214.4862032119487,a
281.88146272304186,184.34535727132095,a
262.7394058096343,178.63481447170784,a
255.18054222029886,164.43785354813724,a
291.9559686509362,171.9573472869202,a
296.69455904292244,146.09436648762187,a
302.1583395797281,142.97811362768346,a
326.5184365632462,177.26096647194072,a
351.9346201809955,106.61559919889851,a
345.35979703635496,127.53403301692748,a
354.1470542278782,128.28487117878802,a
380.5942249422574,107.35044379628084,a
349.0824271239907,82.08237157117452,a
330.2922134652947,81.87011831204921,a
356.6356057840323,54.21523182642733,a
372.78043434683104,80.08069246065907,a
356.32967654079306,62.05460757607665,a
388.38852616947935,59.08524912497262,a
422.13837931731234,43.634330468191195,a
425.380130060351,90.88628259290914,a
424.44333791717054,40.26318239983999,a
422.39332613438785,67.49860644227738,a
432.19792525212426,98.52612019541641,a
472.8488910373053,-6.354075928894019,a
517.3855948624315,51.33592484678462,a
491.74432556534595,84.62522678609105,a
566.0400629518102,97.67065398523295,a
519.1973423794292,101.07077636921895,a
518.1246917103227,76.75982851790928,a
556.2994429073927,34.48355625902565,a
541.0187793389825,81.01949817587837,a
565.6139490824271,90.66124019878737,a
574.2491614029636,97.88224911019267,a
567.9173795182096,115.48899035948801,a
577.1972499634863,96.15683890189644,a
567.8078577896575,131.34288626905368,a
559.6932392129194,129.09085806380625,a
577.706921726968,117.59106550563132,a
609.9750776071728,106.43062508460724,a
563.045861033507,100.87180993753526,a
568.4697164616044,153.4097729982089,a
554.5237393146961,117.17056454729448,a
558.7589118391461,64.86825243802662,a
553.7728548412174,165.60277109536054,a
513.2961178093457,139.30783419929452,a
490.8534635537215,155.96819491437884,a
493.871162253896,133.04604398844958,a
450.0878410829657,126.54948894194223,a
479.84112427601696,134.72610002338558,a
